place,Jurisdiction,Age,Females,Males,year
24950,Erie,45-49,765,774,2010
26270,Federal Heights,45-49,377,314,2010
26600,Firestone,45-49,303,367,2010
27700,Fort Lupton,45-49,251,337,2010
28105,Foxfield,45-49,57,55,2010
28360,Frederick,45-49,255,257,2010
29735,Georgetown,45-49,34,65,2010
30340,Glendale,45-49,59,111,2010
30835,Golden,45-49,657,698,2010
33035,Greenwood Village,45-49,893,603,2010
37820,Hudson,45-49,91,67,2010
38370,Idaho Springs,45-49,146,143,2010
39195,Jamestown,45-49,8,22,2010
40185,Keenesburg,45-49,50,76,2010
40790,Kiowa,45-49,21,39,2010
41835,Lafayette,45-49,1202,973,2010
42495,Lakeside,45-49,0,0,2010
43000,Lakewood,45-49,5154,5395,2010
43550,Larkspur,45-49,12,9,2010
45255,Littleton,45-49,1799,1556,2010
45955,Lone Tree,45-49,561,488,2010
45970,Longmont,45-49,3389,3612,2010
46355,Louisville,45-49,867,965,2010
47070,Lyons,45-49,61,71,2010
49600,Mead,45-49,212,110,2010
52075,Morrison,45-49,13,6,2010
52350,Mountain View,45-49,12,26,2010
53175,Nederland,45-49,40,43,2010
54330,Northglenn,45-49,1254,1229,2010
57630,Parker,45-49,1883,1723,2010
60160,Platteville,45-49,62,136,2010
69645,Sheridan,45-49,158,103,2010
70360,Silver Plume,45-49,5,8,2010
75640,Superior,45-49,570,530,2010
77290,Thornton,45-49,4242,4094,2010
82735,Ward,45-49,7,7,2010
83835,Westminster,45-49,4121,4518,2010
84440,Wheat Ridge,45-49,1178,1078,2010
8124,Weld County (DRCOG),45-49,2276,2421,2010
8000,Region,45-49,107219,106336,2010
3455,Arvada,50-54,4400,4497,2010
4000,Aurora,50-54,10539,9745,2010
6090,Bennett,50-54,84,96,2010
7025,Black Hawk,50-54,11,9,2010
7850,Boulder City,50-54,2440,2592,2010
8001,Adams County,50-54,13153,13258,2010
8005,Arapahoe County,50-54,21296,19779,2010
8013,Boulder County,50-54,11232,10797,2010
8014,Broomfield City/County,50-54,1977,1963,2010
8019,Clear Creek County,50-54,531,510,2010
8031,Denver City/County,50-54,17371,17905,2010
8035,Douglas County,50-54,9936,9741,2010
8047,Gilpin County,50-54,313,307,2010
8059,Jefferson County,50-54,22968,22151,2010
8070,Bow Mar,50-54,46,63,2010
8123,Weld County,50-54,8019,8088,2010
8675,Brighton,50-54,1013,717,2010
12387,Castle Pines,50-54,170,228,2010
12390,Castle Pines North,50-54,283,268,2010
12415,Castle Rock,50-54,1392,1269,2010
12815,Centennial,50-54,4740,4593,2010
12910,Central City,50-54,8,36,2010
13845,Cherry Hills Village,50-54,372,292,2010
16385,Columbine Valley,50-54,64,106,2010
16495,Commerce City,50-54,1270,913,2010
19080,Dacono,50-54,153,98,2010
19630,Deer Trail,50-54,22,22,2010
23135,Edgewater,50-54,87,135,2010
23740,Elizabeth,50-54,62,51,2010
24620,Empire,50-54,58,4,2010
24785,Englewood,50-54,887,1063,2010
24950,Erie,50-54,603,554,2010
26270,Federal Heights,50-54,278,320,2010
26600,Firestone,50-54,314,192,2010
27700,Fort Lupton,50-54,181,254,2010
28105,Foxfield,50-54,26,36,2010
28360,Frederick,50-54,293,390,2010
29735,Georgetown,50-54,42,44,2010
30340,Glendale,50-54,47,125,2010
30835,Golden,50-54,583,730,2010
33035,Greenwood Village,50-54,674,737,2010
37820,Hudson,50-54,11,77,2010
38370,Idaho Springs,50-54,118,61,2010
39195,Jamestown,50-54,19,7,2010
40185,Keenesburg,50-54,55,32,2010
40790,Kiowa,50-54,8,19,2010
41835,Lafayette,50-54,1030,1061,2010
42495,Lakeside,50-54,0,0,2010
43000,Lakewood,50-54,5880,5764,2010
43550,Larkspur,50-54,6,5,2010
45255,Littleton,50-54,2047,1845,2010
45955,Lone Tree,50-54,312,421,2010
45970,Longmont,50-54,3043,2820,2010
46355,Louisville,50-54,1150,821,2010
47070,Lyons,50-54,81,63,2010
49600,Mead,50-54,108,128,2010
52075,Morrison,50-54,9,11,2010
52350,Mountain View,50-54,10,21,2010
53175,Nederland,50-54,41,84,2010
54330,Northglenn,50-54,1013,1231,2010
57630,Parker,50-54,1322,1248,2010
60160,Platteville,50-54,69,84,2010
69645,Sheridan,50-54,172,109,2010
70360,Silver Plume,50-54,10,2,2010
75640,Superior,50-54,348,503,2010
77290,Thornton,50-54,3197,3549,2010
82735,Ward,50-54,4,0,2010
83835,Westminster,50-54,3839,3661,2010
84440,Wheat Ridge,50-54,1390,1078,2010
8124,Weld County (DRCOG),50-54,1827,1832,2010
8000,Region,50-54,100604,98243,2010
3455,Arvada,55-59,3534,3230,2010
4000,Aurora,55-59,9243,8725,2010
6090,Bennett,55-59,45,59,2010
7025,Black Hawk,55-59,21,0,2010
7850,Boulder City,55-59,3026,2275,2010
8001,Adams County,55-59,11261,11153,2010
8005,Arapahoe County,55-59,17849,16932,2010
8013,Boulder County,55-59,9708,8921,2010
8014,Broomfield City/County,55-59,1659,1807,2010
8019,Clear Creek County,55-59,540,503,2010
8031,Denver City/County,55-59,16135,15903,2010
8035,Douglas County,55-59,7847,7598,2010
8047,Gilpin County,55-59,253,303,2010
8059,Jefferson County,55-59,20030,18957,2010
8070,Bow Mar,55-59,43,32,2010
8123,Weld County,55-59,6945,6826,2010
8675,Brighton,55-59,682,817,2010
12387,Castle Pines,55-59,210,146,2010
12390,Castle Pines North,55-59,226,215,2010
12415,Castle Rock,55-59,928,1048,2010
12815,Centennial,55-59,4002,3830,2010
12910,Central City,55-59,29,31,2010
13845,Cherry Hills Village,55-59,306,346,2010
16385,Columbine Valley,55-59,80,72,2010
16495,Commerce City,55-59,908,1119,2010
19080,Dacono,55-59,111,148,2010
19630,Deer Trail,55-59,9,6,2010
23135,Edgewater,55-59,61,132,2010
23740,Elizabeth,55-59,41,40,2010
24620,Empire,55-59,36,40,2010
24785,Englewood,55-59,922,935,2010
24950,Erie,55-59,477,468,2010
26270,Federal Heights,55-59,397,129,2010
26600,Firestone,55-59,163,206,2010
27700,Fort Lupton,55-59,122,246,2010
28105,Foxfield,55-59,16,29,2010
28360,Frederick,55-59,160,262,2010
29735,Georgetown,55-59,31,47,2010
30340,Glendale,55-59,103,65,2010
30835,Golden,55-59,669,608,2010
33035,Greenwood Village,55-59,599,606,2010
37820,Hudson,55-59,83,58,2010
38370,Idaho Springs,55-59,50,98,2010
39195,Jamestown,55-59,11,19,2010
40185,Keenesburg,55-59,18,0,2010
40790,Kiowa,55-59,11,20,2010
41835,Lafayette,55-59,963,842,2010
42495,Lakeside,55-59,0,0,2010
43000,Lakewood,55-59,4897,4442,2010
43550,Larkspur,55-59,9,9,2010
45255,Littleton,55-59,1222,1388,2010
45955,Lone Tree,55-59,369,292,2010
45970,Longmont,55-59,2273,2137,2010
46355,Louisville,55-59,640,818,2010
47070,Lyons,55-59,72,122,2010
49600,Mead,55-59,90,153,2010
52075,Morrison,55-59,22,9,2010
52350,Mountain View,55-59,7,21,2010
53175,Nederland,55-59,46,48,2010
54330,Northglenn,55-59,712,676,2010
57630,Parker,55-59,705,754,2010
60160,Platteville,55-59,52,37,2010
69645,Sheridan,55-59,115,160,2010
70360,Silver Plume,55-59,0,12,2010
75640,Superior,55-59,222,194,2010
77290,Thornton,55-59,3219,2956,2010
82735,Ward,55-59,0,0,2010
83835,Westminster,55-59,3125,3161,2010
84440,Wheat Ridge,55-59,1244,983,2010
8124,Weld County (DRCOG),55-59,1816,1877,2010
8000,Region,55-59,87098,83954,2010
3455,Arvada,60-64,3362,2769,2010
4000,Aurora,60-64,7739,5482,2010
6090,Bennett,60-64,48,0,2010
7025,Black Hawk,60-64,11,11,2010
7850,Boulder City,60-64,1906,2068,2010
8001,Adams County,60-64,8249,7732,2010
8005,Arapahoe County,60-64,14260,12450,2010
8013,Boulder County,60-64,6641,7205,2010
8014,Broomfield City/County,60-64,1204,943,2010
8019,Clear Creek County,60-64,228,329,2010
8031,Denver City/County,60-64,13377,12466,2010
8035,Douglas County,60-64,6089,5831,2010
8047,Gilpin County,60-64,154,182,2010
8059,Jefferson County,60-64,15101,14663,2010
8070,Bow Mar,60-64,36,11,2010
8123,Weld County,60-64,5306,5213,2010
8675,Brighton,60-64,691,506,2010
12387,Castle Pines,60-64,221,247,2010
12390,Castle Pines North,60-64,286,272,2010
12415,Castle Rock,60-64,750,676,2010
12815,Centennial,60-64,3137,3348,2010
12910,Central City,60-64,12,0,2010
13845,Cherry Hills Village,60-64,168,260,2010
16385,Columbine Valley,60-64,62,67,2010
16495,Commerce City,60-64,512,558,2010
19080,Dacono,60-64,96,110,2010
19630,Deer Trail,60-64,7,30,2010
23135,Edgewater,60-64,84,93,2010
23740,Elizabeth,60-64,13,4,2010
24620,Empire,60-64,6,12,2010
24785,Englewood,60-64,663,636,2010
24950,Erie,60-64,221,328,2010
26270,Federal Heights,60-64,310,212,2010
26600,Firestone,60-64,150,189,2010
27700,Fort Lupton,60-64,158,68,2010
28105,Foxfield,60-64,18,24,2010
28360,Frederick,60-64,124,84,2010
29735,Georgetown,60-64,22,15,2010
30340,Glendale,60-64,0,0,2010
30835,Golden,60-64,403,529,2010
33035,Greenwood Village,60-64,493,562,2010
37820,Hudson,60-64,40,43,2010
38370,Idaho Springs,60-64,59,34,2010
39195,Jamestown,60-64,6,6,2010
40185,Keenesburg,60-64,31,6,2010
40790,Kiowa,60-64,12,16,2010
41835,Lafayette,60-64,454,401,2010
42495,Lakeside,60-64,0,0,2010
43000,Lakewood,60-64,3953,3628,2010
43550,Larkspur,60-64,5,5,2010
45255,Littleton,60-64,1120,900,2010
45955,Lone Tree,60-64,253,285,2010
45970,Longmont,60-64,2029,1898,2010
46355,Louisville,60-64,396,416,2010
47070,Lyons,60-64,54,60,2010
49600,Mead,60-64,70,62,2010
52075,Morrison,60-64,22,4,2010
52350,Mountain View,60-64,9,11,2010
53175,Nederland,60-64,33,9,2010
54330,Northglenn,60-64,783,496,2010
57630,Parker,60-64,532,525,2010
60160,Platteville,60-64,66,75,2010
69645,Sheridan,60-64,210,135,2010
70360,Silver Plume,60-64,6,2,2010
75640,Superior,60-64,113,119,2010
77290,Thornton,60-64,1816,1903,2010
82735,Ward,60-64,2,10,2010
83835,Westminster,60-64,2557,2118,2010
84440,Wheat Ridge,60-64,879,881,2010
8124,Weld County (DRCOG),60-64,1099,1238,2010
8000,Region,60-64,66402,63039,2010
3455,Arvada,65-69,2344,2021,2010
4000,Aurora,65-69,4874,3834,2010
6090,Bennett,65-69,22,28,2010
7025,Black Hawk,65-69,11,16,2010
7850,Boulder City,65-69,1311,1198,2010
8001,Adams County,65-69,6200,5258,2010
8005,Arapahoe County,65-69,8994,7766,2010
8013,Boulder County,65-69,4391,4315,2010
8014,Broomfield City/County,65-69,769,712,2010
8019,Clear Creek County,65-69,139,156,2010
8031,Denver City/County,65-69,9302,7857,2010
8035,Douglas County,65-69,3573,3494,2010
8047,Gilpin County,65-69,83,101,2010
8059,Jefferson County,65-69,10582,9627,2010
8070,Bow Mar,65-69,13,21,2010
8123,Weld County,65-69,3529,3513,2010
8675,Brighton,65-69,536,375,2010
12387,Castle Pines,65-69,88,163,2010
12390,Castle Pines North,65-69,194,203,2010
12415,Castle Rock,65-69,612,441,2010
12815,Centennial,65-69,1772,1857,2010
12910,Central City,65-69,6,0,2010
13845,Cherry Hills Village,65-69,120,174,2010
16385,Columbine Valley,65-69,55,48,2010
16495,Commerce City,65-69,635,461,2010
19080,Dacono,65-69,46,26,2010
19630,Deer Trail,65-69,0,8,2010
23135,Edgewater,65-69,117,64,2010
23740,Elizabeth,65-69,3,5,2010
24620,Empire,65-69,2,3,2010
24785,Englewood,65-69,356,457,2010
24950,Erie,65-69,327,256,2010
26270,Federal Heights,65-69,185,314,2010
26600,Firestone,65-69,34,127,2010
27700,Fort Lupton,65-69,64,86,2010
28105,Foxfield,65-69,18,14,2010
28360,Frederick,65-69,83,80,2010
29735,Georgetown,65-69,34,21,2010
30340,Glendale,65-69,40,39,2010
30835,Golden,65-69,317,273,2010
33035,Greenwood Village,65-69,345,286,2010
37820,Hudson,65-69,8,28,2010
38370,Idaho Springs,65-69,40,23,2010
39195,Jamestown,65-69,3,10,2010
40185,Keenesburg,65-69,14,21,2010
40790,Kiowa,65-69,15,9,2010
41835,Lafayette,65-69,364,306,2010
42495,Lakeside,65-69,0,0,2010
43000,Lakewood,65-69,3171,2682,2010
43550,Larkspur,65-69,1,2,2010
45255,Littleton,65-69,963,611,2010
45955,Lone Tree,65-69,230,229,2010
45970,Longmont,65-69,1275,1066,2010
46355,Louisville,65-69,214,247,2010
47070,Lyons,65-69,37,30,2010
49600,Mead,65-69,39,25,2010
52075,Morrison,65-69,5,6,2010
52350,Mountain View,65-69,20,9,2010
53175,Nederland,65-69,18,16,2010
54330,Northglenn,65-69,585,396,2010
57630,Parker,65-69,395,326,2010
60160,Platteville,65-69,46,52,2010
69645,Sheridan,65-69,118,70,2010
70360,Silver Plume,65-69,0,0,2010
75640,Superior,65-69,66,116,2010
77290,Thornton,65-69,1315,1004,2010
82735,Ward,65-69,0,0,2010
83835,Westminster,65-69,1515,1467,2010
84440,Wheat Ridge,65-69,576,568,2010
8124,Weld County (DRCOG),65-69,739,774,2010
8000,Region,65-69,44772,40060,2010
3455,Arvada,70-74,1792,1409,2010
4000,Aurora,70-74,3619,3124,2010
6090,Bennett,70-74,13,14,2010
7025,Black Hawk,70-74,0,0,2010
7850,Boulder City,70-74,1026,590,2010
8001,Adams County,70-74,4805,3816,2010
8005,Arapahoe County,70-74,6730,5606,2010
8013,Boulder County,70-74,3524,2689,2010
8014,Broomfield City/County,70-74,594,488,2010
8019,Clear Creek County,70-74,168,186,2010
8031,Denver City/County,70-74,7218,5705,2010
8035,Douglas County,70-74,1984,2155,2010
8047,Gilpin County,70-74,56,21,2010
8059,Jefferson County,70-74,7844,6397,2010
8070,Bow Mar,70-74,18,21,2010
8123,Weld County,70-74,2910,2641,2010
8675,Brighton,70-74,258,216,2010
12387,Castle Pines,70-74,58,76,2010
12390,Castle Pines North,70-74,30,82,2010
12415,Castle Rock,70-74,305,311,2010
12815,Centennial,70-74,1267,1120,2010
12910,Central City,70-74,0,5,2010
13845,Cherry Hills Village,70-74,70,106,2010
16385,Columbine Valley,70-74,31,40,2010
16495,Commerce City,70-74,279,261,2010
19080,Dacono,70-74,12,45,2010
19630,Deer Trail,70-74,15,2,2010
23135,Edgewater,70-74,56,51,2010
23740,Elizabeth,70-74,3,11,2010
24620,Empire,70-74,0,2,2010
24785,Englewood,70-74,471,241,2010
24950,Erie,70-74,142,167,2010
26270,Federal Heights,70-74,183,123,2010
26600,Firestone,70-74,17,5,2010
27700,Fort Lupton,70-74,66,62,2010
28105,Foxfield,70-74,13,16,2010
28360,Frederick,70-74,55,52,2010
29735,Georgetown,70-74,34,44,2010
30340,Glendale,70-74,0,0,2010
30835,Golden,70-74,201,154,2010
33035,Greenwood Village,70-74,202,251,2010
37820,Hudson,70-74,0,0,2010
38370,Idaho Springs,70-74,22,0,2010
39195,Jamestown,70-74,0,2,2010
40185,Keenesburg,70-74,9,28,2010
40790,Kiowa,70-74,11,7,2010
41835,Lafayette,70-74,218,224,2010
42495,Lakeside,70-74,0,0,2010
43000,Lakewood,70-74,2598,2027,2010
43550,Larkspur,70-74,1,0,2010
45255,Littleton,70-74,869,574,2010
45955,Lone Tree,70-74,149,57,2010
45970,Longmont,70-74,994,743,2010
46355,Louisville,70-74,141,148,2010
47070,Lyons,70-74,22,24,2010
49600,Mead,70-74,10,25,2010
52075,Morrison,70-74,17,9,2010
52350,Mountain View,70-74,13,20,2010
53175,Nederland,70-74,17,13,2010
54330,Northglenn,70-74,375,356,2010
57630,Parker,70-74,276,139,2010
60160,Platteville,70-74,15,16,2010
69645,Sheridan,70-74,159,118,2010
70360,Silver Plume,70-74,0,0,2010
75640,Superior,70-74,84,48,2010
77290,Thornton,70-74,959,834,2010
82735,Ward,70-74,0,0,2010
83835,Westminster,70-74,1191,852,2010
84440,Wheat Ridge,70-74,501,351,2010
8124,Weld County (DRCOG),70-74,378,587,2010
8000,Region,70-74,33301,27650,2010
3455,Arvada,75-79,1533,1285,2010
4000,Aurora,75-79,2884,2044,2010
6090,Bennett,75-79,7,38,2010
7025,Black Hawk,75-79,0,0,2010
7850,Boulder City,75-79,937,678,2010
8001,Adams County,75-79,3669,3010,2010
8005,Arapahoe County,75-79,5796,3983,2010
8013,Boulder County,75-79,2734,2151,2010
8014,Broomfield City/County,75-79,516,366,2010
8019,Clear Creek County,75-79,57,39,2010
8031,Denver City/County,75-79,6609,4646,2010
8035,Douglas County,75-79,1577,1292,2010
8047,Gilpin County,75-79,29,45,2010
8059,Jefferson County,75-79,6514,5146,2010
8070,Bow Mar,75-79,10,21,2010
8123,Weld County,75-79,2249,1895,2010
8675,Brighton,75-79,232,204,2010
12387,Castle Pines,75-79,31,29,2010
12390,Castle Pines North,75-79,18,9,2010
12415,Castle Rock,75-79,270,177,2010
12815,Centennial,75-79,1225,948,2010
12910,Central City,75-79,10,0,2010
13845,Cherry Hills Village,75-79,54,63,2010
16385,Columbine Valley,75-79,41,24,2010
16495,Commerce City,75-79,268,123,2010
19080,Dacono,75-79,42,44,2010
19630,Deer Trail,75-79,9,0,2010
23135,Edgewater,75-79,45,29,2010
23740,Elizabeth,75-79,3,0,2010
24620,Empire,75-79,2,0,2010
24785,Englewood,75-79,441,216,2010
24950,Erie,75-79,63,69,2010
26270,Federal Heights,75-79,129,73,2010
26600,Firestone,75-79,51,25,2010
27700,Fort Lupton,75-79,76,57,2010
28105,Foxfield,75-79,20,9,2010
28360,Frederick,75-79,56,16,2010
29735,Georgetown,75-79,29,13,2010
30340,Glendale,75-79,0,0,2010
30835,Golden,75-79,133,117,2010
33035,Greenwood Village,75-79,171,143,2010
37820,Hudson,75-79,31,0,2010
38370,Idaho Springs,75-79,6,4,2010
39195,Jamestown,75-79,0,0,2010
40185,Keenesburg,75-79,3,11,2010
40790,Kiowa,75-79,7,4,2010
41835,Lafayette,75-79,151,174,2010
42495,Lakeside,75-79,0,0,2010
43000,Lakewood,75-79,2058,1651,2010
43550,Larkspur,75-79,0,1,2010
45255,Littleton,75-79,688,438,2010
45955,Lone Tree,75-79,33,20,2010
45970,Longmont,75-79,923,768,2010
46355,Louisville,75-79,137,47,2010
47070,Lyons,75-79,7,4,2010
49600,Mead,75-79,45,37,2010
52075,Morrison,75-79,11,7,2010
52350,Mountain View,75-79,0,3,2010
53175,Nederland,75-79,0,0,2010
54330,Northglenn,75-79,598,434,2010
57630,Parker,75-79,158,108,2010
60160,Platteville,75-79,20,21,2010
69645,Sheridan,75-79,97,81,2010
70360,Silver Plume,75-79,0,0,2010
75640,Superior,75-79,25,12,2010
77290,Thornton,75-79,539,529,2010
82735,Ward,75-79,0,0,2010
83835,Westminster,75-79,972,626,2010
84440,Wheat Ridge,75-79,883,277,2010
8124,Weld County (DRCOG),75-79,450,373,2010
8000,Region,75-79,27951,21051,2010
3455,Arvada,80-84,1173,750,2010
4000,Aurora,80-84,2196,1349,2010
6090,Bennett,80-84,7,0,2010
7025,Black Hawk,80-84,2,0,2010
7850,Boulder City,80-84,719,515,2010
8001,Adams County,80-84,2563,1657,2010
8005,Arapahoe County,80-84,4678,2902,2010
8013,Boulder County,80-84,2072,1274,2010
8014,Broomfield City/County,80-84,428,273,2010
8019,Clear Creek County,80-84,78,52,2010
8031,Denver City/County,80-84,5813,3528,2010
8035,Douglas County,80-84,1295,851,2010
8047,Gilpin County,80-84,10,53,2010
8059,Jefferson County,80-84,5473,3652,2010
8070,Bow Mar,80-84,13,10,2010
8123,Weld County,80-84,1788,1347,2010
8675,Brighton,80-84,245,99,2010
12387,Castle Pines,80-84,7,7,2010
12390,Castle Pines North,80-84,20,9,2010
12415,Castle Rock,80-84,239,91,2010
12815,Centennial,80-84,709,665,2010
12910,Central City,80-84,0,0,2010
13845,Cherry Hills Village,80-84,70,43,2010
16385,Columbine Valley,80-84,16,16,2010
16495,Commerce City,80-84,108,161,2010
19080,Dacono,80-84,17,22,2010
19630,Deer Trail,80-84,0,5,2010
23135,Edgewater,80-84,37,14,2010
23740,Elizabeth,80-84,7,4,2010
24620,Empire,80-84,0,0,2010
24785,Englewood,80-84,636,264,2010
24950,Erie,80-84,59,40,2010
26270,Federal Heights,80-84,114,136,2010
26600,Firestone,80-84,0,29,2010
27700,Fort Lupton,80-84,30,39,2010
28105,Foxfield,80-84,7,11,2010
28360,Frederick,80-84,25,40,2010
29735,Georgetown,80-84,15,26,2010
30340,Glendale,80-84,0,20,2010
30835,Golden,80-84,205,253,2010
33035,Greenwood Village,80-84,82,43,2010
37820,Hudson,80-84,0,9,2010
38370,Idaho Springs,80-84,10,18,2010
39195,Jamestown,80-84,0,0,2010
40185,Keenesburg,80-84,4,4,2010
40790,Kiowa,80-84,10,0,2010
41835,Lafayette,80-84,116,61,2010
42495,Lakeside,80-84,0,0,2010
43000,Lakewood,80-84,1807,1154,2010
43550,Larkspur,80-84,0,0,2010
45255,Littleton,80-84,842,420,2010
45955,Lone Tree,80-84,35,36,2010
45970,Longmont,80-84,729,422,2010
46355,Louisville,80-84,172,54,2010
47070,Lyons,80-84,23,4,2010
49600,Mead,80-84,31,3,2010
52075,Morrison,80-84,11,11,2010
52350,Mountain View,80-84,18,0,2010
53175,Nederland,80-84,4,4,2010
54330,Northglenn,80-84,199,234,2010
57630,Parker,80-84,135,44,2010
60160,Platteville,80-84,10,0,2010
69645,Sheridan,80-84,64,69,2010
70360,Silver Plume,80-84,0,0,2010
75640,Superior,80-84,0,0,2010
77290,Thornton,80-84,602,231,2010
82735,Ward,80-84,0,0,2010
83835,Westminster,80-84,768,414,2010
84440,Wheat Ridge,80-84,634,422,2010
8124,Weld County (DRCOG),80-84,238,241,2010
8000,Region,80-84,22648,14483,2010
3455,Arvada,85+,1099,484,2010
4000,Aurora,85+,2276,1075,2010
6090,Bennett,85+,15,0,2010
7025,Black Hawk,85+,0,0,2010
7850,Boulder City,85+,1227,533,2010
8001,Adams County,85+,2572,1108,2010
8005,Arapahoe County,85+,4653,2319,2010
8013,Boulder County,85+,2746,1404,2010
8014,Broomfield City/County,85+,468,135,2010
8019,Clear Creek County,85+,39,56,2010
8031,Denver City/County,85+,6909,3260,2010
8035,Douglas County,85+,715,358,2010
8047,Gilpin County,85+,3,12,2010
8059,Jefferson County,85+,5206,2521,2010
8070,Bow Mar,85+,20,11,2010
8123,Weld County,85+,1624,675,2010
8675,Brighton,85+,296,91,2010
12387,Castle Pines,85+,0,0,2010
12390,Castle Pines North,85+,24,6,2010
12415,Castle Rock,85+,167,44,2010
12815,Centennial,85+,696,418,2010
12910,Central City,85+,0,0,2010
13845,Cherry Hills Village,85+,40,6,2010
16385,Columbine Valley,85+,13,16,2010
16495,Commerce City,85+,98,65,2010
19080,Dacono,85+,24,0,2010
19630,Deer Trail,85+,6,0,2010
23135,Edgewater,85+,28,27,2010
23740,Elizabeth,85+,9,0,2010
24620,Empire,85+,0,2,2010
24785,Englewood,85+,645,277,2010
24950,Erie,85+,25,14,2010
26270,Federal Heights,85+,161,37,2010
26600,Firestone,85+,0,0,2010
27700,Fort Lupton,85+,36,11,2010
28105,Foxfield,85+,0,3,2010
28360,Frederick,85+,45,8,2010
29735,Georgetown,85+,4,0,2010
30340,Glendale,85+,78,7,2010
30835,Golden,85+,79,54,2010
33035,Greenwood Village,85+,101,30,2010
37820,Hudson,85+,0,10,2010
38370,Idaho Springs,85+,19,23,2010
39195,Jamestown,85+,0,0,2010
40185,Keenesburg,85+,0,12,2010
40790,Kiowa,85+,3,0,2010
41835,Lafayette,85+,83,65,2010
42495,Lakeside,85+,0,0,2010
43000,Lakewood,85+,1778,959,2010
43550,Larkspur,85+,0,0,2010
45255,Littleton,85+,692,349,2010
45955,Lone Tree,85+,21,26,2010
45970,Longmont,85+,921,395,2010
46355,Louisville,85+,313,165,2010
47070,Lyons,85+,4,6,2010
49600,Mead,85+,0,3,2010
52075,Morrison,85+,48,0,2010
52350,Mountain View,85+,0,0,2010
53175,Nederland,85+,0,0,2010
54330,Northglenn,85+,319,79,2010
57630,Parker,85+,55,15,2010
60160,Platteville,85+,0,13,2010
69645,Sheridan,85+,42,30,2010
70360,Silver Plume,85+,0,0,2010
75640,Superior,85+,19,17,2010
77290,Thornton,85+,438,277,2010
